Name,Age,Team_x,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,wOBA,OAA,OFF,DEF,Qualified DH,Team_y,Run Differential,Team_Abbreviation
Wyatt Mills,27,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
Dylan Moore,29,SEA,AL,104,255,205,41,46,11,2,6,24,21,8,34,75,0.224,0.368,0.385,0.753,121,79,5,13,1,1,2,0.339760956,-1.0,0.339760956,-1.0,No,Seattle Mariners,67,SEA
Penn Murfee,28,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
Tom Murphy,31,SEA,AL,14,42,33,9,10,2,0,1,1,0,0,8,13,0.303,0.439,0.455,0.894,162,15,1,0,0,0,0,0.399756098,-2.0,0.399756098,-2.0,No,Seattle Mariners,67,SEA
Brian O'Keefe,28,SEA,AL,2,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,151,1,0,0,0,0,0,0.395,0.0,0.395,0.0,No,Seattle Mariners,67,SEA
Kevin Padlo,25,SEA,AL,6,11,10,0,2,1,0,0,3,0,0,1,5,0.2,0.273,0.3,0.573,68,3,0,0,0,0,0,0.259090909,1.384615385,0.259090909,1.384615385,No,Seattle Mariners,67,SEA
Cal Raleigh#,25,SEA,AL,119,415,370,46,78,20,1,27,63,1,0,38,122,0.211,0.284,0.489,0.774,121,181,5,2,0,5,0,0.332722892,0.0,0.332722892,0.0,No,Seattle Mariners,67,SEA
Julio Rodriguez,21,SEA,AL,132,560,511,84,145,25,3,28,75,25,7,40,145,0.284,0.345,0.509,0.853,146,260,7,8,0,1,4,0.369100719,0.0,0.369100719,0.0,No,Seattle Mariners,67,SEA
Carlos Santana#,36,SEA,AL,79,294,255,35,49,8,0,15,39,0,0,35,60,0.192,0.293,0.4,0.693,100,102,8,2,0,2,1,0.306143345,0.0,0.306143345,0.0,Yes,Seattle Mariners,67,SEA
Paul Sewald,32,SEA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
Steven Souza Jr.,33,SEA,AL,6,19,19,0,3,0,0,0,1,0,0,0,8,0.158,0.158,0.158,0.316,-7,3,2,0,0,0,0,0.140526316,0.0,0.140526316,0.0,No,Seattle Mariners,67,SEA
Drew Steckenrider,31,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,No,Seattle Mariners,67,SEA
Eugenio Suarez,30,SEA,AL,150,629,543,76,128,24,2,31,87,0,0,73,196,0.236,0.332,0.459,0.791,128,249,12,8,0,5,0,0.346804452,0.0,0.346804452,0.0,No,Seattle Mariners,67,SEA
Abraham Toro#,25,SEA,AL,109,352,324,36,60,13,1,10,35,2,0,22,65,0.185,0.239,0.324,0.563,63,105,4,2,0,4,1,0.248148148,0.0,0.248148148,0.0,No,Seattle Mariners,67,SEA
Luis Torrens,26,SEA,AL,55,166,151,13,34,2,0,3,15,0,0,12,50,0.225,0.283,0.298,0.581,71,45,5,1,0,2,0,0.262951807,1.0,0.262951807,1.0,No,Seattle Mariners,67,SEA
Taylor Trammell*,24,SEA,AL,43,117,102,15,20,9,0,4,10,2,1,13,33,0.196,0.284,0.402,0.686,98,41,2,0,1,1,0,0.301982759,0.0,0.301982759,0.0,No,Seattle Mariners,67,SEA
Justin Upton,34,SEA,AL,17,57,48,2,6,1,0,1,3,0,0,6,23,0.125,0.263,0.208,0.471,41,10,1,3,0,0,0,0.232105263,-1.0,0.232105263,-1.0,No,Seattle Mariners,67,SEA
Donovan Walton*,28,SEA,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.24,0.0,0.24,No,Seattle Mariners,67,SEA
Marcus Wilson,25,SEA,AL,3,6,5,1,1,0,0,0,0,0,0,1,4,0.2,0.333,0.2,0.533,62,1,0,0,0,0,0,0.263333333,0.0,0.263333333,0.0,No,Seattle Mariners,67,SEA
Jesse Winker*,28,SEA,AL,136,547,456,51,100,15,0,14,53,0,0,84,103,0.219,0.344,0.344,0.688,102,157,8,4,0,3,1,0.3146337,1.0,0.3146337,1.0,No,Seattle Mariners,67,SEA
